bucket,count
0,19
1,32
2,27
3,25
4,27
5,32
6,23
7,25
8,30
9,28
10,30
11,33
12,32
13,29
14,23
15,44
16,31
17,32
18,19
19,30
20,44
21,39
22,27
23,43
24,29
25,38
26,35
27,41
28,39
29,33
30,36
31,47
32,35
33,38
34,32
35,29
36,34
37,43
38,33
39,49
40,35
41,39
42,46
43,25
44,38
45,41
46,41
47,36
48,41
49,37
50,44
51,39
52,50
53,45
54,36
55,51
56,41
57,47
58,37
59,41
60,31
61,25
62,35
63,39
64,43
65,42
66,37
67,26
68,32
69,48
70,29
71,39
72,42
73,38
74,44
75,44
76,38
77,40
78,28
79,42
80,37
81,37
82,33
83,30
84,47
85,34
86,29
87,43
88,43
89,41
90,50
91,36
92,32
93,50
94,37
95,47
96,41
97,42
98,31
99,47
100,50
101,35
102,34
103,45
104,38
105,39
106,53
107,40
108,40
109,43
110,40
111,48
112,40
113,40
114,51
115,35
116,44
117,43
118,33
119,44
120,50
121,40
122,31
123,46
124,26
125,37
126,28
127,52
128,40
129,55
130,49
131,43
132,49
133,44
134,30
135,37
136,34
137,44
138,47
139,40
140,36
141,45
142,30
143,40
144,35
145,42
146,30
147,35
148,44
149,35
150,47
151,36
152,27
153,37
154,38
155,46
156,41
157,43
158,29
159,48
160,41
161,51
162,41
163,40
164,54
165,47
166,42
167,59
168,41
169,49
170,44
171,40
172,52
173,47
174,37
175,48
176,37
177,50
178,56
179,41
180,45
181,50
182,41
183,49
184,36
185,46
186,46
187,39
188,55
189,45
190,42
191,45
192,33
193,39
194,43
195,35
196,28
197,46
198,19
199,33
200,31
201,42
202,28
203,38
204,31
205,25
206,25
207,24
208,31
209,29
210,39
211,25
212,30
213,44
214,34
215,35
216,32
217,33
218,27
219,34
220,30
221,38
222,28
223,39
224,37
225,28
226,28
227,43
228,17
229,30
230,38
231,30
232,26
233,49
234,31
235,34
236,30
237,41
238,29
239,41
240,36
241,29
242,34
243,39
244,33
245,47
246,42
247,46
248,38
249,38
250,33
251,38
252,40
253,34
254,43
255,29
256,41
257,42
258,38
259,41
260,36
261,47
262,32
263,47
264,40
265,46
266,51
267,38
268,23
269,29
270,35
271,40
272,36
273,38
274,37
275,33
276,38
277,40
278,44
279,30
280,33
281,28
282,42
283,29
284,34
285,53
286,29
287,44
288,30
289,39
290,43
291,32
292,26
293,53
294,43
295,43
296,43
297,41
298,35
299,33
300,39
301,41
302,38
303,31
304,34
305,33
306,46
307,39
308,36
309,30
310,32
311,30
312,32
313,38
314,38
315,29
316,35
317,39
318,39
319,42
320,22
321,36
322,32
323,28
324,33
325,44
326,20
327,33
328,21
329,24
330,24
331,33
332,39
333,39
334,24
335,30
336,34
337,40
338,30
339,31
340,36
341,29
342,38
343,49
344,30
345,36
346,20
347,26
348,26
349,41
350,30
351,32
352,42
353,42
354,45
355,34
356,36
357,37
358,36
359,41
360,37
361,30
362,35
363,35
364,51
365,39
366,38
367,29
368,28
369,43
370,36
371,31
372,39
373,33
374,37
375,32
376,34
377,44
378,32
379,32
380,33
381,37
382,42
383,36
384,31
385,39
386,37
387,33
388,34
389,40
390,27
391,26
392,19
393,37
394,42
395,33
396,30
397,33
398,25
399,39
400,32
401,36
402,32
403,32
404,24
405,20
406,26
407,30
408,29
409,30
410,22
411,15
412,26
413,28
414,27
415,25
416,25
417,28
418,25
419,23
420,25
421,29
422,29
423,22
424,22
425,35
426,30
427,38
428,19
429,34
430,23
431,30
432,30
433,21
434,37
435,16
436,26
437,37
438,24
439,26
440,22
441,26
442,21
443,24
444,39
445,35
446,33
447,28
448,32
449,30
450,24
451,35
452,29
453,23
454,34
455,25
456,35
457,29
458,28
459,19
460,24
461,27
462,22
463,28
464,21
465,21
466,27
467,17
468,31
469,27
470,22
471,22
472,24
473,35
474,29
475,17
476,24
477,36
478,32
479,28
480,19
481,21
482,36
483,28
484,26
485,29
486,30
487,19
488,26
489,24
490,24
491,33
492,31
493,33
494,28
495,30
496,29
497,30
498,26
499,33
500,22
