bucket,count
0,15
1,21
2,21
3,18
4,17
5,24
6,15
7,16
8,30
9,4
10,18
11,16
12,21
13,24
14,16
15,18
16,16
17,11
18,12
19,12
20,19
21,27
22,15
23,9
24,25
25,21
26,18
27,19
28,22
29,27
30,13
31,17
32,22
33,19
34,16
35,25
36,11
37,21
38,23
39,20
40,14
41,15
42,20
43,18
44,24
45,22
46,17
47,20
48,10
49,15
50,21
51,18
52,17
53,21
54,21
55,15
56,10
57,15
58,23
59,18
60,22
61,15
62,18
63,16
64,15
65,16
66,15
67,19
68,11
69,20
70,20
71,13
72,13
73,19
74,20
75,16
76,14
77,26
78,24
79,15
80,17
81,25
82,19
83,17
84,17
85,23
86,14
87,15
88,14
89,18
90,19
91,11
92,19
93,19
94,21
95,10
96,16
97,23
98,14
99,14
100,16
101,18
102,14
103,20
104,14
105,17
106,20
107,21
108,17
109,20
110,17
111,13
112,17
113,12
114,15
115,22
116,16
117,17
118,16
119,27
120,15
121,14
122,12
123,17
124,15
125,18
126,13
127,12
128,19
129,20
130,15
131,13
132,24
133,17
134,19
135,11
136,17
137,19
138,17
139,19
140,27
141,25
142,35
143,23
144,25
145,9
146,14
147,17
148,19
149,25
150,25
151,24
152,27
153,23
154,14
155,19
156,22
157,14
158,16
159,18
160,20
161,24
162,20
163,20
164,14
165,20
166,16
167,12
168,15
169,15
170,19
171,26
172,18
173,15
174,18
175,14
176,16
177,17
178,12
179,9
180,19
181,17
182,9
183,15
184,17
185,14
186,15
187,16
188,16
189,14
190,14
191,20
192,17
193,18
194,14
195,18
196,11
197,23
198,25
199,23
200,19
201,16
202,17
203,14
204,15
205,13
206,13
207,19
208,23
209,22
210,23
211,20
212,18
213,24
214,17
215,11
216,17
217,20
218,17
219,25
220,13
221,15
222,20
223,23
224,27
225,21
226,11
227,18
228,19
229,22
230,18
231,19
232,16
233,12
234,11
235,13
236,16
237,19
238,29
239,18
240,14
241,21
242,18
243,23
244,14
245,15
246,12
247,21
248,17
249,18
250,21
251,19
252,15
253,11
254,15
255,23
256,18
257,10
258,15
259,18
260,15
261,20
262,16
263,24
264,23
265,28
266,13
267,26
268,15
269,16
270,17
271,15
272,21
273,8
274,26
275,20
276,18
277,14
278,16
279,17
280,15
281,23
282,14
283,11
284,19
285,17
286,17
287,12
288,19
289,14
290,17
291,15
292,23
293,21
294,10
295,14
296,15
297,19
298,15
299,19
300,17
301,13
302,20
303,19
304,10
305,17
306,15
307,20
308,20
309,20
310,19
311,19
312,19
313,16
314,26
315,18
316,18
317,25
318,11
319,17
320,25
321,21
322,14
323,17
324,26
325,16
326,15
327,14
328,20
329,20
330,21
331,16
332,14
333,17
334,16
335,18
336,24
337,24
338,17
339,13
340,12
341,18
342,21
343,22
344,18
345,18
346,22
347,14
348,15
349,12
350,18
351,14
352,21
353,18
354,17
355,15
356,15
357,19
358,18
359,16
360,18
361,23
362,14
363,10
364,16
365,21
366,9
367,19
368,11
369,19
370,19
371,12
372,25
373,21
374,12
375,20
376,14
377,11
378,12
379,17
380,11
381,14
382,13
383,22
384,14
385,20
386,14
387,19
388,14
389,17
390,12
391,19
392,11
393,17
394,31
395,20
396,19
397,34
398,17
399,17
400,22
401,21
402,21
403,15
404,29
405,12
406,14
407,23
408,16
409,13
410,13
411,13
412,8
413,17
414,18
415,20
416,19
417,19
418,20
419,21
420,19
421,14
422,17
423,13
424,16
425,16
426,21
427,20
428,18
429,21
430,24
431,13
432,11
433,24
434,19
435,21
436,20
437,18
438,17
439,18
440,15
441,18
442,18
443,22
444,17
445,21
446,19
447,17
448,23
449,16
450,13
451,14
452,14
453,20
454,19
455,14
456,16
457,14
458,21
459,16
460,16
461,19
462,21
463,19
464,16
465,10
466,17
467,17
468,20
469,20
470,11
471,21
472,24
473,15
474,19
475,15
476,18
477,17
478,15
479,22
480,17
481,21
482,14
483,9
484,26
485,16
486,21
487,15
488,19
489,15
490,25
491,15
492,17
493,16
494,19
495,17
496,22
497,25
498,19
499,13
500,16
501,20
502,23
503,17
504,17
505,20
506,20
507,25
508,16
509,15
510,16
511,19
512,23
513,11
514,19
515,17
516,19
517,15
518,16
519,19
520,16
521,5
522,19
523,16
524,15
525,23
526,20
527,17
528,24
529,21
530,17
531,24
532,17
533,23
534,17
535,16
536,19
537,24
538,18
539,19
540,23
541,9
542,18
543,15
544,15
545,17
